ID,MONTHS_BALANCE,STATUS,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5113087,-1,X,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,2.0
5053981,-30,C,F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,With parents,-12249,-3195,1,1,0,0,,2.0
5113505,-18,X,M,Y,N,0,180000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-14240,-3541,1,0,0,0,Core staff,2.0
5092296,-18,0,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,-22107,365243,1,0,0,0,,2.0
5089808,-14,C,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12047,-3443,1,0,0,0,Managers,3.0
5058369,-6,C,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17468,-355,1,1,1,0,,2.0
5142811,-13,C,M,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-11648,-4275,1,1,1,0,Core staff,2.0
5142118,-30,0,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,-18093,-2493,1,0,0,0,Managers,3.0
5021637,-39,0,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-11701,-3262,1,0,0,0,,2.0
5008994,-8,0,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16582,-1194,1,1,1,0,Cleaning staff,1.0
5024228,-20,1,F,Y,Y,0,540000.0,Commercial associate,Higher education,Married,House / apartment,-15702,-185,1,0,1,0,,2.0
5142543,-16,C,F,Y,Y,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,-15849,-1138,1,0,0,0,Private service staff,1.0
5062679,-15,C,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14511,-1789,1,0,0,1,Laborers,2.0
5105231,-9,0,F,Y,N,1,157500.0,Working,Higher education,Married,House / apartment,-11900,-2828,1,0,0,0,Laborers,3.0
5149114,-23,C,M,Y,Y,0,90000.0,Commercial associate,Incomplete higher,Married,With parents,-9987,-410,1,0,0,0,Sales staff,2.0
5022871,-24,C,F,Y,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,4.0
5054544,-16,C,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3.0
5095269,-45,0,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,1,0,0,0,Core staff,2.0
5050479,-27,0,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18698,-10758,1,0,0,0,Laborers,2.0
5143019,-46,0,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,-11768,-622,1,1,1,0,Laborers,2.0
5113874,-9,X,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16115,-985,1,0,0,0,Sales staff,2.0
5091672,-7,0,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23026,365243,1,0,0,0,,2.0
5041630,-16,0,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0
5045678,-20,C,F,N,Y,1,270000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12721,-5252,1,0,0,0,Medicine staff,3.0
5099740,-6,0,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-18939,-12179,1,0,0,0,Laborers,1.0
5143486,-9,C,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11935,-1200,1,0,0,0,Drivers,3.0
5118600,-54,X,M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16606,-3506,1,0,0,0,Managers,2.0
5116636,-4,0,F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-22501,365243,1,0,0,0,,1.0
5028507,-8,0,F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-14137,-3552,1,0,0,1,Accountants,3.0
5145987,-19,0,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22471,365243,1,0,0,0,,2.0
5118160,-21,0,F,N,N,1,202500.0,Working,Higher education,Married,House / apartment,-16391,-2014,1,1,0,0,,3.0
5114514,-20,C,F,Y,Y,0,157500.0,Working,Higher education,Married,Co-op apartment,-22185,-347,1,1,0,0,Accountants,2.0
5066383,-18,X,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-18148,-8376,1,0,0,0,,1.0
5114224,-23,C,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12002,-2262,1,1,0,0,Sales staff,2.0
5095895,-7,X,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-16018,-2532,1,1,1,0,Managers,3.0
5148595,-6,0,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14321,-1537,1,0,0,0,Drivers,2.0
5118377,-19,C,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20495,365243,1,0,1,0,,2.0
5135346,-32,5,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,2.0
5117461,-26,0,F,Y,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-11675,-3779,1,1,0,0,Sales staff,3.0
5010068,-24,0,F,N,Y,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,-18388,-7830,1,0,0,0,Core staff,1.0
5099783,-1,C,M,Y,N,0,252000.0,Working,Higher education,Married,House / apartment,-15227,-5300,1,1,1,0,Laborers,2.0
5062523,-16,C,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0
5062637,-16,C,M,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,1,1,0,0,Laborers,2.0
5065344,-25,X,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22481,365243,1,0,1,0,,2.0
5139442,-9,X,F,Y,N,5,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12102,-1346,1,1,0,0,,7.0
5022990,-11,X,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,365243,1,0,1,0,,2.0
5146061,-27,0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-19451,-278,1,0,0,0,Laborers,1.0
5048274,-15,C,F,Y,N,1,112500.0,Working,Higher education,Single / not married,House / apartment,-10028,-1618,1,0,0,0,Core staff,2.0
5092247,-17,0,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20009,-5099,1,1,1,0,Laborers,2.0
5113285,-10,0,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,Core staff,4.0
5135514,-50,C,F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14909,-8083,1,0,1,0,Medicine staff,2.0
5125884,-6,C,M,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-11762,-3452,1,1,0,1,Laborers,2.0
5150144,-12,0,F,N,Y,2,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12121,-3718,1,0,0,0,Core staff,3.0
5061743,-39,0,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23929,365243,1,0,1,0,,1.0
5045382,-38,C,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,-15936,-1508,1,0,1,0,Managers,2.0
5062331,-26,0,M,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-15915,-2908,1,0,0,0,,1.0
5009620,-21,C,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19056,-99,1,1,0,0,Drivers,2.0
5052900,-26,0,F,N,Y,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,1,0,0,0,,2.0
5116417,-24,0,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17163,-3258,1,1,1,0,Sales staff,2.0
5114003,-12,C,F,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13446,-2720,1,0,0,0,Sales staff,4.0
5117616,-16,0,F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,-21466,-3992,1,0,0,0,Core staff,2.0
5046224,-44,C,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22788,365243,1,0,0,0,,2.0
5115854,-24,X,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21819,365243,1,0,0,0,,2.0
5062672,-5,C,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,Managers,3.0
5022176,-39,C,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2.0
5048565,-25,X,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14948,-8100,1,0,0,0,Laborers,2.0
5115964,-22,C,M,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14677,-3938,1,1,0,0,Laborers,4.0
5009125,-2,C,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,,1.0
5024490,-33,0,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,-10414,-2742,1,1,1,0,Laborers,3.0
5112772,-38,0,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-11025,-2065,1,1,1,1,,3.0
5009222,-23,X,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0
5095462,-14,0,F,N,Y,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10707,-765,1,0,0,0,HR staff,1.0
5028827,-55,0,M,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-19338,-1695,1,0,0,0,Drivers,2.0
5067385,-23,0,M,Y,Y,2,254700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17254,-9131,1,0,1,0,Laborers,4.0
5090479,-17,C,F,N,Y,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-16161,-2897,1,1,1,0,Laborers,2.0
5054733,-6,C,F,N,N,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-11042,-1581,1,0,0,0,High skill tech staff,3.0
5022033,-30,0,M,N,Y,0,143100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22776,365243,1,0,1,0,,2.0
5061927,-15,C,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20544,365243,1,0,0,0,,2.0
5036609,-22,C,F,N,Y,0,279000.0,Working,Secondary / secondary special,Married,Rented apartment,-16529,-3822,1,0,0,0,Sales staff,2.0
5068107,-7,C,F,Y,Y,1,234000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10865,-1481,1,0,0,0,Sales staff,3.0
5132263,-15,C,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-15743,-2052,1,0,1,0,Laborers,2.0
5142858,-33,0,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14080,-1869,1,0,1,0,,2.0
5142532,-13,C,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18246,-2417,1,0,0,0,Core staff,2.0
5023519,-9,X,M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3.0
5085714,-3,0,F,N,Y,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,-15143,-991,1,0,0,0,Laborers,2.0
5111160,-30,C,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,1,1,1,0,Core staff,3.0
5021610,-3,0,F,Y,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,-21269,365243,1,0,1,0,,2.0
5149845,-25,C,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21863,365243,1,0,0,0,,1.0
5067322,-10,X,M,N,N,2,202500.0,Working,Lower secondary,Married,House / apartment,-13593,-2546,1,1,0,0,Laborers,4.0
5067228,-6,0,F,Y,Y,0,391500.0,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,2.0
5046539,-53,0,M,Y,Y,1,373500.0,State servant,Higher education,Married,Office apartment,-13001,-1213,1,0,0,0,Core staff,3.0
5100260,-18,X,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23914,365243,1,0,0,0,,2.0
5096988,-12,C,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-21343,-5452,1,0,1,0,Managers,2.0
5053197,-5,C,F,N,Y,0,315000.0,Working,Higher education,Married,House / apartment,-15527,-3792,1,1,1,0,Accountants,2.0
5117258,-29,C,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22361,365243,1,0,0,0,,2.0
5009503,-39,0,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,1,1,0,1,Drivers,2.0
5091130,-29,0,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18715,-2867,1,1,0,0,Secretaries,2.0
5113464,-12,X,M,N,Y,0,315000.0,Working,Higher education,Single / not married,House / apartment,-10874,-3084,1,0,0,0,Core staff,1.0
5009278,-9,X,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
5149159,-2,C,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-10952,-3577,1,1,0,0,Laborers,2.0
5086021,-2,X,F,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-17465,-7627,1,0,0,0,,2.0
5067218,-24,X,F,N,Y,1,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12258,-1816,1,0,0,1,,3.0
5089149,-22,X,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228,-5330,1,0,1,0,,2.0
5146260,-14,C,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10910,-1436,1,1,0,0,Security staff,3.0
5126352,-47,C,M,N,N,1,157500.0,Working,Higher education,Married,House / apartment,-12348,-380,1,0,1,0,,3.0
5096863,-3,X,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17975,-3476,1,0,0,0,Drivers,2.0
5009666,-5,C,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,1,0,0,0,,1.0
5113631,-46,C,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-12765,-741,1,0,0,1,Managers,2.0
5118354,-1,C,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-10675,-1284,1,1,0,0,Core staff,2.0
5010312,-13,0,F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15109,-1956,1,0,0,0,Core staff,3.0
5050707,-15,C,F,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12309,-1962,1,0,0,0,,2.0
5024083,-23,C,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-18865,365243,1,0,0,0,,1.0
5149537,-38,0,F,N,Y,0,130500.0,State servant,Secondary / secondary special,Married,House / apartment,-12676,-3455,1,0,0,0,Core staff,2.0
5090210,-32,0,F,N,Y,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-14498,-371,1,0,0,1,Accountants,3.0
5041063,-14,C,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17461,-2134,1,0,0,0,Sales staff,1.0
5112907,-2,0,M,N,Y,2,292500.0,Working,Secondary / secondary special,Married,House / apartment,-12580,-647,1,0,0,1,Laborers,4.0
5010139,-13,0,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2.0
5066373,-17,0,F,N,N,0,121500.0,Working,Secondary / secondary special,Separated,House / apartment,-16471,-2745,1,0,1,0,,1.0
5137073,-17,C,M,Y,N,1,315000.0,Commercial associate,Higher education,Married,With parents,-11689,-716,1,1,1,0,High skill tech staff,3.0
5091310,-19,X,F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-11186,-1753,1,0,0,0,Sales staff,3.0
5048025,-46,X,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13059,-4813,1,0,0,0,Laborers,4.0
5061089,-20,C,F,Y,N,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11128,-3242,1,1,0,0,Sales staff,5.0
5113791,-28,C,M,Y,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,-18362,-2141,1,0,0,0,Medicine staff,2.0
5118380,-35,C,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20776,-2745,1,1,1,0,Managers,2.0
5032281,-15,X,M,Y,Y,2,108000.0,State servant,Secondary / secondary special,Married,House / apartment,-12529,-918,1,1,0,0,,4.0
5061274,-21,X,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14130,-2877,1,1,1,1,Private service staff,2.0
5046161,-10,0,F,Y,Y,0,45000.0,Pensioner,Higher education,Married,House / apartment,-22420,365243,1,0,1,0,,2.0
5067590,-17,C,M,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17887,-567,1,1,0,0,Drivers,2.0
5117461,-2,0,F,Y,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-11675,-3779,1,1,0,0,Sales staff,3.0
5089652,-1,X,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16378,-370,1,1,0,0,Core staff,1.0
5025260,-32,C,F,Y,Y,0,112500.0,Commercial associate,Higher education,Married,With parents,-12630,-5145,1,0,0,0,Accountants,2.0
5137119,-38,C,M,Y,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22931,365243,1,0,1,0,,2.0
5062319,-17,0,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16677,-9482,1,0,0,0,Core staff,1.0
5088916,-24,C,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12623,-5726,1,0,0,0,Laborers,3.0
5010610,-30,0,F,N,Y,0,65250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1.0
5044907,-10,C,F,N,Y,0,225000.0,Working,Incomplete higher,Single / not married,House / apartment,-14030,-2075,1,0,0,0,,1.0
5024999,-19,C,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9995,-1523,1,0,0,0,Sales staff,2.0
5069315,-9,0,M,N,Y,0,495000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16741,-658,1,0,0,0,Managers,2.0
5099848,-36,C,F,N,Y,2,112500.0,Working,Higher education,Married,House / apartment,-14768,-2133,1,1,1,1,Core staff,4.0
5023816,-47,0,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-17002,-803,1,1,1,0,Managers,3.0
5067118,-27,C,F,N,Y,0,180000.0,Pensioner,Higher education,Single / not married,House / apartment,-23633,365243,1,0,0,0,,1.0
5024125,-17,0,F,N,Y,1,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-15675,-305,1,0,0,0,Sales staff,2.0
5091236,-14,C,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11245,-3273,1,0,0,0,Laborers,1.0
5062540,-2,C,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0
5096549,0,C,F,Y,N,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-4327,1,1,0,0,Medicine staff,2.0
5053551,-41,0,M,Y,Y,1,193500.0,Working,Secondary / secondary special,Married,House / apartment,-10439,-2250,1,1,0,0,Core staff,3.0
5068995,-11,0,F,Y,Y,1,279000.0,Working,Higher education,Civil marriage,House / apartment,-16187,-3731,1,1,1,0,Managers,3.0
5136998,-28,C,M,Y,N,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,-18333,-8143,1,1,1,0,Drivers,2.0
5089131,-19,0,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,-19171,-429,1,0,0,0,Laborers,2.0
5142138,-15,X,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-17001,-5004,1,0,0,0,Medicine staff,4.0
5067783,-10,C,M,Y,N,2,450000.0,Working,Secondary / secondary special,Married,House / apartment,-14970,-7183,1,0,0,1,Drivers,4.0
5062679,-11,C,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14511,-1789,1,0,0,1,Laborers,2.0
5033587,-30,X,M,N,N,0,382500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17254,-1207,1,1,1,0,Managers,2.0
5009868,-29,C,M,Y,N,0,225000.0,Working,Higher education,Civil marriage,Rented apartment,-14555,-1226,1,1,0,0,Managers,2.0
5023305,-10,0,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3.0
5085840,-34,C,M,Y,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-11638,-5009,1,0,1,0,Laborers,3.0
5044816,-22,0,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9100,-1133,1,0,0,0,Managers,1.0
5113183,-2,C,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19658,-1801,1,0,0,0,,2.0
5099753,-21,C,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10112,-3170,1,1,1,0,Laborers,3.0
5113842,-5,C,F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-8961,-923,1,1,0,1,Core staff,2.0
5041633,-22,C,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0
5062721,-6,C,F,Y,Y,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-2102,1,0,0,0,,3.0
5054719,-28,C,M,Y,Y,2,81000.0,Working,Higher education,Single / not married,House / apartment,-11882,-181,1,0,0,0,Low-skill Laborers,3.0
5036853,-27,C,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16098,-4449,1,0,0,0,Laborers,2.0
5065361,-22,0,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-10512,-1782,1,0,1,0,Core staff,2.0
5079244,-15,C,M,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,With parents,-9848,-1244,1,0,1,0,High skill tech staff,1.0
5125998,-45,0,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21911,-744,1,1,1,0,,2.0
5079187,-40,C,F,N,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10177,-2339,1,0,1,0,,2.0
5062208,-13,X,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-17472,-1202,1,1,1,0,,2.0
5009290,-13,X,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
5113563,-28,X,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-15111,-2019,1,1,1,0,Sales staff,2.0
5067727,-31,X,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10288,-2616,1,1,1,0,Managers,3.0
5023918,-3,X,M,Y,N,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16173,-2862,1,0,0,0,Managers,3.0
5139883,-1,X,F,Y,Y,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,1.0
5096547,-28,0,F,Y,N,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-4327,1,1,0,0,Medicine staff,2.0
5042108,-34,C,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,Municipal apartment,-16641,-9988,1,1,1,0,Sales staff,2.0
5090784,-14,0,M,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20175,-2594,1,0,0,0,,2.0
5078973,-10,0,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12009,-1912,1,0,1,0,Sales staff,1.0
5028401,-18,C,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14667,-1422,1,0,0,0,Sales staff,2.0
5116959,-29,0,F,Y,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16835,-2378,1,0,0,0,Core staff,3.0
5062266,-40,X,F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,-19828,-5525,1,0,1,0,,2.0
5022263,-47,0,M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23646,365243,1,0,0,0,,2.0
5054354,-26,C,M,N,N,0,99000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22187,-5416,1,0,0,0,Laborers,2.0
5053520,-56,0,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14762,-2464,1,0,1,0,Managers,2.0
5024348,-13,C,M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,-16653,-1646,1,0,0,0,Drivers,2.0
5023519,-27,X,M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3.0
5056147,-7,X,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-23424,-14887,1,0,0,0,Laborers,2.0
5045598,-38,C,F,Y,Y,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,-14966,-170,1,0,0,0,,2.0
5028674,-17,X,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15017,-5591,1,0,0,0,,2.0
5009597,-51,0,F,Y,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,1,1,1,0,Core staff,2.0
5095236,-10,0,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9868,-1221,1,1,1,0,Laborers,2.0
5033945,-36,0,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22295,365243,1,0,1,0,,1.0
5024197,-50,0,F,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-13669,-428,1,0,1,0,Managers,4.0
5091922,-26,C,F,N,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,-15368,-5496,1,1,1,0,Medicine staff,4.0
5036710,-20,0,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15857,-4633,1,0,0,0,Laborers,2.0
5054274,-20,X,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-14434,-3680,1,0,1,0,Secretaries,2.0
5100007,-33,X,M,N,N,1,202500.0,Commercial associate,Higher education,Married,House / apartment,-13040,-1223,1,1,0,0,Core staff,3.0
